Mod:Item:MetaData, Localized Name
sakura:foodset:108, Furofuki Daikon
sakura:foodset:109, Cabbage Roll
sakura:foodset:110, White Stew
sakura:foodset:111, Fruit Salad
sakura:foodset:112, Raw Taiyaki
sakura:foodset:113, Taiyaki
sakura:foodset:114, Lemon
sakura:foodset:115, Lemon Juice
sakura:foodset:116, Soda
sakura:foodset:117, Almond
sakura:foodset:118, Blackcurrant Juice
sakura:foodset:119, Orange Juice
sakura:foodset:120, Green Grape
sakura:foodset:121, Sliced Cabbage
sakura:foodset:122, Sushi Shrimp
sakura:foodset:123, Curry Omurice
sakura:foodset:124, Katsu Dish
sakura:foodset:125, Croquette Dish
sakura:foodset:126, Tomato Pasta
sakura:foodset:127, Mushroom Pasta
sakura:foodset:128, White Sauce Pasta
sakura:foodset:129, Soft-boiled Egg
sakura:foodset:130, Soft-boiled Egg with Soy Sauce
sakura:foodset:131, Buckwheat Bread
sakura:foodset:132, Chawanmushi
sakura:foodset:133, Dorayaki
sakura:foodset:134, Machined Fish
sakura:foodset:135, Matsutake
sakura:foodset:136, Edodes
sakura:foodset:137, Shimeji
sakura:foodset:138, Roasted Matsutake
sakura:foodset:139, Matsutake Rice
sakura:foodset:140, Matsutake Onigiri
sakura:foodset:141, Bonito
sakura:foodset:142, Machined Bonito
sakura:foodset:143, Boiled Bonito
sakura:foodset:144, Smoked Bonito
sakura:foodset:145, Dried Bonito
sakura:foodset:146, Shaved Bonito
sakura:foodset:147, Okinoyaki Dough
sakura:foodset:148, Okinoyaki
sakura:foodset:149, Okinoyaki Plus
sakura:foodset:150, Okinoyaki Final
sakura:foodset:151, Pumpkin Nimono
sakura:foodset:152, Radish Nimono
sakura:foodset:153, Fish Nimono
sakura:foodset:154, Chikuzenni
sakura:foodset:155, Yaki Soba
sakura:foodset:156, Yaki Pasta
sakura:foodset:157, Mocha Taiyaki
sakura:foodset:158, Mocha Cookie
sakura:foodset:159, Mocha Pudding
sakura:foodset:160, Mocha Pound Cake
sakura:foodset:161, Miso Soup
sakura:foodset:162, Brown Rice
sakura:foodset:163, Dried Brown Rice
sakura:foodset:164, Dried Rice
sakura:foodset:165, Fried Brown Rice
sakura:foodset:166, Plum
sakura:foodset:167, Umeboshi
sakura:foodset:168, Zuiki Zosui
sakura:foodset:169, Zosui
sakura:foodset:170, Cooked Taro
sakura:foodset:171, Imotaki
sakura:foodset:172, Noppei Jiru
sakura:foodset:173, Hyorogan
sakura:foodset:174, Suikatsugan
sakura:hydra_ramen, Hydra Ramen
sakura:buggys_meat, Buggys Meat
sakura:bento:0, Bento
sakura:bento:1, Bento
sakura:bento:2, Omurice Bento
sakura:bento:3, Bento
sakura:futon, Futon
sakura:strawhat, Straw Hat
sakura:broom, Broom
sakura:shinai, Shinai
sakura:katana, Katana
sakura:sakura_katana, Sakura Katana
sakura:sheath, Sheath
sakura:katana_sheath, Katana Sheath
sakura:sakura_katana_sheath, Sakura Katana Sheath
sakura:kodachi, Kodachi
sakura:sakura_kodachi, Sakura Kodachi
sakura:tachi, Tachi
sakura:samurai_helmet, Samurai Helmet
sakura:samurai_chest, Samurai Chestplate
sakura:samurai_pants, Samurai Pants
sakura:samurai_shoes, Samurai Shoes
sakura:soldier_helmet, Soldier Helmet
sakura:soldier_chest, Soldier Chestplate
sakura:soldier_pants, Soldier Pants
sakura:soldier_shoes, Soldier Shoes
sakura:stone_hammer, Stone Forging Hammer
sakura:iron_hammer, Iron Forging Hammer
sakura:sakura_hammer, Sakura Diamond Forging Hammer
sakura:bottle_alcoholic:0, Beer Bottle
sakura:bottle_alcoholic:1, Doburoku Bottle
sakura:bottle_alcoholic:2, Sake Bottle
sakura:bottle_alcoholic:3, Shouchu Bottle
sakura:bottle_alcoholic:4, Red Wine Bottle
sakura:bottle_alcoholic:5, White Wine Bottle
sakura:bottle_alcoholic:6, Champagne Bottle
sakura:bottle_alcoholic:7, Rum Bottle
sakura:bottle_alcoholic:8, Vodka Bottle
sakura:bottle_alcoholic:9, Whiskey Bottle
sakura:bottle_alcoholic:10, Brandy Bottle
sakura:bottle_alcoholic:11, Gin Bottle
sakura:bottle_alcoholic:12, Tequila Bottle
sakura:bottle_alcoholic:13, Liqueur Bottle
sakura:bottle_alcoholic:14, Cocoa Liqueur Bottle
sakura:tea:0, Black Tea
sakura:tea:1, Green Tea
sakura:tea:2, Milk Tea
sakura:tea:3, Milk Green Tea
sakura:tea:4, Earl Grey
sakura:tea:5, Milk Earl Grey
sakura:tea:6, Fruit Tea
sakura:tea:7, Milk Fruit Tea
sakura:tea:8, Lemon Black Tea
sakura:tea:9, Lemon Green Tea
sakura:tea:10, Mint Tea
sakura:tea:11, Barley Tea
sakura:tea:12, Brown Rice Tea
sakura:alcoholic:0, Beer
sakura:alcoholic:1, Doburoku
sakura:alcoholic:2, Sake
sakura:alcoholic:3, Shouchu
sakura:alcoholic:4, Red Wine
sakura:alcoholic:5, White Wine
sakura:alcoholic:6, Champagne
sakura:alcoholic:7, Rum
sakura:alcoholic:8, Vodka
sakura:alcoholic:9, Whiskey
sakura:alcoholic:10, Brandy
sakura:alcoholic:11, Gin
sakura:alcoholic:12, Tequila
sakura:alcoholic:13, Liqueur
sakura:alcoholic:14, Cocoa Liqueur
sakura:cocktail:0, Kir
sakura:cocktail:1, Royal Kir
sakura:cocktail:2, Margarita
sakura:cocktail:3, Paradise
sakura:cocktail:4, Sidecar
sakura:cocktail:5, French 75
sakura:cocktail:6, John Collins
sakura:cocktail:7, Daiquiri
sakura:cocktail:8, Between the Sheets
sakura:cocktail:9, Black Russian
sakura:cocktail:10, Godfather
sakura:cocktail:11, Godmother
sakura:cocktail:12, Grasshopper
sakura:cocktail:13, Mint Julep
sakura:cocktail:14, Mojito
sakura:cocktail:15, Rusty Nail
sakura:cocktail:16, Lemon Margarita
sakura:cocktail:17, Russian Spring
sakura:cocktail:18, Alexander
sakura:cocktail:19, Aviation
sakura:cocktail:20, Porto Flip
sakura:cocktail:21, Red Eyes
sakura:cocktail:22, Spritzer
sakura:cocktail:23, Panache
sakura:cocktail:24, Bloody Mary
sakura:cocktail:25, Screwdriver
sakura:cocktail:26, Saketini
sakura:cocktail:27, Boilermaker
sakura:cocktail:28, Beer Margarita
sakura:cocktail:29, Long Island Iced Tea
sakura:cocktail:30, Highball
sakura:cocktail:31, Porchcrawler
sakura:cocktail:32, Stinger
sakura:cocktail:33, Negroni
sakura:cocktail:34, Old Fashioned
sakura:cocktail:35, Whiskey Sour
sakura:cocktail:36, Gimlet
sakura:cocktail:37, Tequila Sunrise
sakura:cocktail:38, Flying Grasshopper
sakura:cocktail:39, Eggnog
sakura:cocktail:40, Scorpion
sakura:cocktail:41, Moscow Mule
solarflux:solar_panel_1, Solar Panel I
solarflux:solar_panel_2, Solar Panel II
solarflux:solar_panel_3, Solar Panel III
solarflux:solar_panel_4, Solar Panel IV
solarflux:solar_panel_5, Solar Panel V
solarflux:solar_panel_6, Solar Panel VI
solarflux:solar_panel_7, Solar Panel VII
solarflux:solar_panel_8, Solar Panel VIII
solarflux:custom_solar_panel_cosmic_solar_panel, Cosmic Solar Panel
solarflux:solar_panel_wyvern, Wyvern Solar Panel
solarflux:solar_panel_draconic, Draconic Solar Panel
solarflux:solar_panel_chaotic, Chaotic Solar Panel
solarflux:solar_panel_alchemical, Alchemical Solar Panel
solarflux:solar_panel_alchemical_brass, Brass Solar Panel
solarflux:solar_panel_thaumium, Thaumium Solar Panel
solarflux:solar_panel_void_metal, Void Metal Solar Panel
solarflux:solar_panel_neutronium, Neutronium Solar Panel
solarflux:solar_panel_infinity, Solar Panel of Infinity
solarflux:mirror, Mirror
solarflux:photovoltaic_cell_1, Photovoltaic Cell I
solarflux:photovoltaic_cell_2, Photovoltaic Cell II
solarflux:photovoltaic_cell_3, Photovoltaic Cell III
solarflux:photovoltaic_cell_4, Photovoltaic Cell IV
solarflux:photovoltaic_cell_5, Photovoltaic Cell V
solarflux:photovoltaic_cell_6, Photovoltaic Cell VI
solarflux:blank_upgrade, Blank Upgrade
solarflux:efficiency_upgrade, Efficiency Upgrade
solarflux:transfer_rate_upgrade, Transfer Rate Upgrade
solarflux:capacity_upgrade, Capacity Upgrade
solarflux:traversal_upgrade, Machine Traversal Upgrade
solarflux:dispersive_upgrade, Dispersive Upgrade
solarflux:block_charging_upgrade, Block Charging Upgrade
solarflux:furnace_upgrade, Furnace Upgrade
thaumadditions:mithrillium_nugget, Mithrillium Nugget
thaumadditions:adaminite_nugget, Adaminite Nugget
thaumadditions:mithminite_nugget, Mithminite Nugget
thaumadditions:mithrillium_ingot, Mithrillium Ingot
thaumadditions:adaminite_ingot, Adaminite Ingot
thaumadditions:mithminite_ingot, Mithminite Ingot
thaumadditions:mithrillium_plate, Mithrillium Plate
thaumadditions:adaminite_plate, Adaminite Plate
thaumadditions:mithminite_plate, Mithminite Plate
thaumadditions:adaminite_fabric, Adaminite Fabric
thaumadditions:mithminite_fabric, Mithminite Fabric
thaumadditions:mithrillium_resonator, Mithrillium Resonator
thaumadditions:levitation_device, Flight Device
thaumadditions:seal_globe, Seal Globe
thaumadditions:odour_powder, Odour Powder
thaumadditions:phantom_ink_phial, Phial of Phantom Ink
thaumadditions:mithminite_blade, Mithminite Blade
thaumadditions:mithminite_handle, Mithminite Handle
thaumadditions:zeith_fur, Blue Wolf Fur
thaumadditions:blue_bone, Blue Bone
thaumadditions:fragnant_pendant, Fragrant Pendant
thaumadditions:recharge_charm, Recharge Charm
thaumadditions:traveller_belt, Belt of the Traveller
thaumadditions:striding_belt, Striding Belt
thaumadditions:meteor_belt, Belt of the Meteor
thaumadditions:bone_eye, Bone-eye
thaumadditions:vis_scribing_tools, Vis Scribing Tools
thaumadditions:void_thaumometer, Void Thaumometer
thaumadditions:wormhole_mirror, Wormhole Mirror
thaumadditions:void_elemental_pickaxe, Void Pickaxe of the Core
thaumadditions:void_elemental_shovel, Void Shovel of the Earthmover
thaumadditions:void_elemental_axe, Void Axe of the Stream
thaumadditions:void_elemental_hoe, Void Hoe of Growth
thaumadditions:shadow_beam_staff, Shadow Beam Staff
thaumadditions:essentia_pistol, Essentia Pistol
thaumadditions:the_beheader, The Beheader
thaumadditions:adaminite_sword, Adaminite Sword
thaumadditions:mithminite_scythe, Mithminite Scythe
thaumadditions:adaminite_hood, Adaminite Hood
thaumadditions:adaminite_robe, Adaminite Robe
thaumadditions:adaminite_belt, Adaminite Belt
thaumadditions:adaminite_boots, Adaminite Boots
thaumadditions:mithminite_hood, Mithminite Hood
thaumadditions:mithminite_robe, Mithminite Robe
thaumadditions:mithminite_belt, Mithminite Belt
thaumadditions:mithminite_boots, Mithminite Boots
thaumadditions:dna_sample, Entity Cell
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:seal_symbol, Seal Symbol: @ASPECT
thaumadditions:vis_pod, %s Vis Pod
thaumadditions:vis_seeds, %s Vis Seeds
thaumadditions:void_seed, Void Seed
thaumadditions:chester, Chester
thaumadditions:knowledge_tome, Tome of Sharing
thaumadditions:disenchant_fabric, Fabric of Disenchantment
thaumadditions:crystal_bag, Crystal Bag
thaumadditions:void_fruit, Void Fruit
thaumadditions:mithrillium_smelter, Mithrillium Smeltery
thaumadditions:adaminite_smelter, Adaminite Smeltery
thaumadditions:mithminite_smelter, Mithminite Smeltery
thaumadditions:aura_disperser, Aura Disperser
thaumadditions:aspect_combiner, Essentia Combiner
thaumadditions:aura_charger, Aura Charger
thaumadditions:crystal_crusher, Crystal Crusher
thaumadditions:crystal_bore, Crystal Bore
thaumadditions:entity_summoner, Entity Summoner
thaumadditions:puriflower, Puriflower
thaumadditions:flux_concentrator, Flux Concentrator
thaumadditions:cake, Arcane Cake
thaumadditions:dawn_totem, Totem of Dawn
thaumadditions:twilight_totem, Twilight Totem
thaumadditions:growth_chamber, Crystal Growth Chamber
thaumadditions:seal, Arcane Seal
thaumadditions:shadow_enchanter, Shadow Enchanter
thaumadditions:thaumic_lectern, Thaumonomicon Lectern
thaumadditions:void_anvil, Void Anvil
thaumadditions:essentia_sink, Essentia Sink
thaumadditions:jar_brass, Brass Warded Jar
thaumadditions:jar_thaumium, Thaumium Reinforced Jar
thaumadditions:jar_eldritch, Void Foritified Jar
thaumadditions:jar_mithrillium, Mithrillium Reinforced Jar
thaumadditions:jar_adaminite, Adaminite Foritified Jar
thaumadditions:jar_mithminite, Mithminite Jar
thaumadditions:crystal_block, @ASPECT Crystal Block
thaumadditions:taintkin, Taintkin
thaumadditions:taintkin_lit, Taint o' Lantern
thaumadditions:mithrillium_block, Mithrillium Block
thaumadditions:adaminite_block, Adaminite Block
thaumadditions:mithminite_block, Mithminite Block
thaumadditions:taintwood_planks, Taintwood Planks
thaumadditions:chiseled_amber_block, Chiseled Amber Block
thaumadditions:iron_framed_greatwood, Iron Framed Greatwood
thaumadditions:brass_plated_silverwood, Brass Plated Silverwood
thaumadditions:chiseled_greatwood, Chiseled Greatwood
thaumadditions:amber_lamp, Amber Lamp
thermalcultivation:watering_can:0, Watering Can (Basic)
thermalcultivation:watering_can:1, Watering Can (Hardened)
thermalcultivation:watering_can:2, Watering Can (Reinforced)
thermalcultivation:watering_can:3, Watering Can (Signalum)
thermalcultivation:watering_can:4, Watering Can (Resonant)
thermalcultivation:watering_can:32000, Watering Can (Creative)
thermaldynamics:duct_0:0, Leadstone Fluxduct
thermaldynamics:duct_0:1, Hardened Fluxduct
thermaldynamics:duct_0:2, Redstone Energy Fluxduct
thermaldynamics:duct_0:3, Signalum Fluxduct
thermaldynamics:duct_0:4, Resonant Fluxduct
thermaldynamics:duct_0:5, Cryo-Stabilized Fluxduct
thermaldynamics:duct_0:6, Redstone Energy Fluxduct (Empty)
thermaldynamics:duct_0:7, Signalum Fluxduct (Empty)
thermaldynamics:duct_0:8, Resonant Fluxduct (Empty)
thermaldynamics:duct_0:9, Cryo-Stabilized Fluxduct (Empty)
thermaldynamics:duct_16:0, Fluiduct
thermaldynamics:duct_16:1, Fluiduct (Opaque)
thermaldynamics:duct_16:2, Hardened Fluiduct
thermaldynamics:duct_16:3, Hardened Fluiduct (Opaque)
thermaldynamics:duct_16:4, Signalum-Plated Fluiduct
thermaldynamics:duct_16:5, Signalum-Plated Fluiduct (Opaque)
thermaldynamics:duct_16:6, Super-Laminar Fluiduct
thermaldynamics:duct_16:7, Super-Laminar Fluiduct (Opaque)
thermaldynamics:duct_32:0, Vacuum Itemduct
thermaldynamics:duct_32:0, Dense Itemduct
thermaldynamics:duct_32:0, Itemduct
thermaldynamics:duct_32:1, Vacuum Itemduct (Opaque)
thermaldynamics:duct_32:1, Dense Itemduct (Opaque)
thermaldynamics:duct_32:1, Itemduct (Opaque)
thermaldynamics:duct_32:2, Vacuum Impulse Itemduct
thermaldynamics:duct_32:2, Dense Impulse Itemduct
thermaldynamics:duct_32:2, Impulse Itemduct
thermaldynamics:duct_32:3, Vacuum Impulse Itemduct (Opaque)
thermaldynamics:duct_32:3, Dense Impulse Itemduct (Opaque)
thermaldynamics:duct_32:3, Impulse Itemduct (Opaque)
thermaldynamics:duct_32:4, Vacuum Signalum-Plated Itemduct
thermaldynamics:duct_32:4, Dense Signalum-Plated Itemduct
thermaldynamics:duct_32:4, Signalum-Plated Itemduct
thermaldynamics:duct_32:5, Vacuum Signalum-Plated Itemduct (Opaque)
thermaldynamics:duct_32:5, Dense Signalum-Plated Itemduct (Opaque)
thermaldynamics:duct_32:5, Signalum-Plated Itemduct (Opaque)
thermaldynamics:duct_32:6, Vacuum Signalum-Plated Impulse Itemduct
thermaldynamics:duct_32:6, Dense Signalum-Plated Impulse Itemduct
thermaldynamics:duct_32:6, Signalum-Plated Impulse Itemduct
thermaldynamics:duct_32:7, Vacuum Signalum-Plated Impulse Itemduct (Opaque)
thermaldynamics:duct_32:7, Dense Signalum-Plated Impulse Itemduct (Opaque)
thermaldynamics:duct_32:7, Signalum-Plated Impulse Itemduct (Opaque)
thermaldynamics:duct_48:0, Structuralduct
thermaldynamics:duct_64:0, Viaduct
thermaldynamics:duct_64:1, Long Range Viaduct
thermaldynamics:duct_64:2, Long Range Linking Viaduct
thermaldynamics:duct_64:3, Viaduct (Untreated)
thermaldynamics:servo:0, Servo
thermaldynamics:servo:1, Hardened Servo
thermaldynamics:servo:2, Reinforced Servo
thermaldynamics:servo:3, Signalum Servo
thermaldynamics:servo:4, Resonant Servo
thermaldynamics:filter:0, Filter
thermaldynamics:filter:1, Hardened Filter
thermaldynamics:filter:2, Reinforced Filter
thermaldynamics:filter:3, Signalum Filter
thermaldynamics:filter:4, Resonant Filter
thermaldynamics:retriever:0, Retriever
thermaldynamics:retriever:1, Hardened Retriever
thermaldynamics:retriever:2, Reinforced Retriever
thermaldynamics:retriever:3, Signalum Retriever
thermaldynamics:retriever:4, Resonant Retriever
thermaldynamics:relay:0, Redstone Relay
thermaldynamics:cover:0, Stone Cover
thermaldynamics:cover:0, Granite Cover
thermaldynamics:cover:0, Polished Granite Cover
thermaldynamics:cover:0, Diorite Cover
thermaldynamics:cover:0, Polished Diorite Cover
thermaldynamics:cover:0, Andesite Cover
thermaldynamics:cover:0, Polished Andesite Cover
thermaldynamics:cover:0, Grass Block Cover
thermaldynamics:cover:0, Dirt Cover
thermaldynamics:cover:0, Coarse Dirt Cover
thermaldynamics:cover:0, Podzol Cover
thermaldynamics:cover:0, Cobblestone Cover
thermaldynamics:cover:0, Oak Wood Planks Cover
thermaldynamics:cover:0, Spruce Wood Planks Cover
thermaldynamics:cover:0, Birch Wood Planks Cover
thermaldynamics:cover:0, Jungle Wood Planks Cover
thermaldynamics:cover:0, Acacia Wood Planks Cover
thermaldynamics:cover:0, Dark Oak Wood Planks Cover
thermaldynamics:cover:0, Bedrock Cover
thermaldynamics:cover:0, Sand Cover
thermaldynamics:cover:0, Red Sand Cover
thermaldynamics:cover:0, Gravel Cover
thermaldynamics:cover:0, Gold Ore Cover
thermaldynamics:cover:0, Iron Ore Cover
thermaldynamics:cover:0, Coal Ore Cover
thermaldynamics:cover:0, Oak Wood Cover
thermaldynamics:cover:0, Spruce Wood Cover
thermaldynamics:cover:0, Birch Wood Cover
thermaldynamics:cover:0, Jungle Wood Cover
thermaldynamics:cover:0, Oak Leaves Cover
thermaldynamics:cover:0, Spruce Leaves Cover
thermaldynamics:cover:0, Birch Leaves Cover
thermaldynamics:cover:0, Jungle Leaves Cover
thermaldynamics:cover:0, Sponge Cover
thermaldynamics:cover:0, Wet Sponge Cover
thermaldynamics:cover:0, Glass Cover
thermaldynamics:cover:0, Lapis Lazuli Ore Cover
thermaldynamics:cover:0, Lapis Lazuli Block Cover
thermaldynamics:cover:0, Sandstone Cover
thermaldynamics:cover:0, Chiseled Sandstone Cover
